S.N,NAMES,SPECIES,HEIGHT,DIAMETER,CROWN.DIAMETER,WOOD.DENSITY,COUNT,PLOT,BA,VOLUME,AGB.kg,AGB.tons,AGB.kg.ha,AGB.tons.ha,AGC.kg,AGC.tons,AGC.kg.ha,AGC.tons.ha,VOL.m3.ha,LIVE.CROWN.LEAVES,TREE.BRANCHES,TREE.BARK,TREE.STEM,FOLIAGE.BIOMASS,FOLIAGE_LEAVES
4906,Poplar,Populus tremula,32.9,69.9,14.7,0.42,1,P15,0.383746328,12.62525419,3479.437302,3.479437302,927.8499472,0.927849947,1635.335532,1.635335532,247.4266526,0.247426653,3.366734451,287.7813449,810.4801215,197.2914821,-82.81871003,107.7087026,120.9955447
4907,Cypress,Cupressus sempervirens,21.7,41.8,4.8,0.47,1,P15,0.137227909,2.977845619,948.2074775,0.948207478,252.8553273,0.252855327,445.6575144,0.445657514,67.42808729,0.067428087,0.794092165,228.6437197,762.5461345,150.3391812,147.1139715,71.01284388,888.4206716
4908,Yew,Taxus baccata,26.6,48.4,4.3,0.64,1,P15,0.183984232,4.893980576,2081.370247,2.081370247,555.0320659,0.555032066,978.2440162,0.978244016,148.0085509,0.148008551,1.305061487,353.3637671,665.6938203,369.5962528,381.2237509,86.65329715,211.6571274
4909,Cypress,Cupressus sempervirens,27.6,57.1,4.6,0.47,1,P15,0.256072003,7.067587272,2204.263559,2.204263559,587.8036158,0.587803616,1036.003873,1.036003873,156.7476309,0.156747631,1.884689939,445.1511048,295.2771341,149.2334208,951.7193707,178.981171,636.9127517
4910,Magnolia,Magnolia grandiflora,27.3,58.3,11.2,0.6,1,P15,0.266948196,7.287685761,2882.507507,2.882507507,768.6686685,0.768668669,1354.778528,1.354778528,204.9783116,0.204978312,1.943382869,472.0560528,438.0014003,447.4581326,1401.103343,79.02055001,282.195235
4911,Redwood,Sequoia sempervirens,28.4,62.4,9,0.48,1,P15,0.305815195,8.685151546,2751.348037,2.751348037,733.69281,0.73369281,1293.133578,1.293133578,195.651416,0.195651416,2.316040412,13.30779911,848.5637317,155.5272464,1130.928003,30.54286724,879.3212157
4912,Yew,Taxus baccata,30.5,52.8,6.2,0.64,1,P15,0.218956442,6.678171468,2819.062982,2.819062982,751.7501286,0.751750129,1324.959602,1.324959602,200.466701,0.200466701,1.780845725,289.9608709,334.8009152,284.2679443,110.8270571,165.1799513,822.5031826
4913,Fir,Abies alba,33.3,57.9,9.1,0.42,1,P15,0.263297666,8.767812268,2437.589104,2.437589104,650.0237611,0.650023761,1145.666879,1.145666879,173.3396696,0.17333967,2.338083271,42.3351015,810.1238679,70.21715883,1807.010528,120.5076508,286.4788099
4914,Cherry,Prunus avium,27.6,50.6,6.1,0.72,1,P15,0.201090204,5.550089635,2639.980103,2.639980103,703.9946942,0.703994694,1240.790648,1.240790648,187.7319184,0.187731918,1.480023903,459.4114624,350.6486601,121.6348594,601.2662826,125.8582797,206.6314966
4915,Cedar,Cedrus libani,22.5,50.8,3.1,0.56,1,P15,0.202682992,4.560367312,1705.385958,1.705385958,454.7695887,0.454769589,801.5314001,0.8015314,121.2718903,0.12127189,1.21609795,22.764006,224.3534992,344.7083994,867.3124213,48.79883893,725.6345968
4916,Cypress,Cupressus sempervirens,35.7,65.9,12.3,0.47,1,P15,0.3410835,12.17668094,3748.444472,3.748444472,999.5851926,0.999585193,1761.768902,1.761768902,266.5560514,0.266556051,3.247114918,284.3659072,389.7196078,315.4206429,1397.472388,79.51532404,882.6162955
4917,Redwood,Sequoia sempervirens,35.7,65.9,10.9,0.48,1,P15,0.3410835,12.17668094,3826.264779,3.826264779,1020.337274,1.020337274,1798.344446,1.798344446,272.0899399,0.27208994,3.247114918,96.75708045,680.6077476,440.9465858,1282.535454,53.72353319,109.3642938
4918,Fir,Abies alba,32.2,53.5,5.9,0.42,1,P15,0.224800589,7.238578976,2021.716637,2.021716637,539.1244365,0.539124436,950.2068193,0.950206819,143.7665164,0.143766516,1.930287727,293.8699245,54.91124676,278.257488,-125.9782422,135.3711747,296.7834229
4919,Larch,Larix decidua,27.5,62,10.2,0.59,1,P15,0.301907054,8.302443985,3220.356226,3.220356226,858.7616602,0.85876166,1513.567426,1.513567426,229.0031094,0.229003109,2.213985063,72.71217342,650.6296761,342.0005037,236.2302366,192.3865066,969.4954345
4920,Spruce,Picea abies,33.3,60.1,11.1,0.43,1,P15,0.283686602,9.446763847,2682.556131,2.682556131,715.3483016,0.715348302,1260.801382,1.260801382,190.7595471,0.190759547,2.519137026,265.5153906,180.7788611,325.5094454,1629.97626,17.63016932,891.0512485
4921,Pine,Pinus sylvestris,21,60.3,4.7,0.45,1,P15,0.285577841,5.997134657,1799.765418,1.799765418,479.9374447,0.479937445,845.8897463,0.845889746,127.9833186,0.127983319,1.599235908,367.6116456,279.6643498,352.6579313,1033.112143,179.3710991,222.8887592
4922,Willow,Salix alba,24.6,53.4,5.3,0.47,1,P15,0.223960999,5.509440568,1728.605028,1.728605028,460.9613407,0.460961341,812.444363,0.812444363,122.9230242,0.122923024,1.469184151,482.1662351,586.3737402,385.604906,717.7657125,166.5168595,304.1030557
4923,Cypress,Cupressus sempervirens,22.9,53.2,4.5,0.47,1,P15,0.22228653,5.090361532,1600.153002,1.600153002,426.7074672,0.426707467,752.0719109,0.752071911,113.7886579,0.113788658,1.357429742,181.9181392,615.9652689,376.7986466,1402.073615,144.6432157,708.5372251
4924,Cherry,Prunus avium,21.4,44.1,3.6,0.72,1,P15,0.15274502,3.268743433,1574.706246,1.574706246,419.9216657,0.419921666,740.1119357,0.740111936,111.9791108,0.111979111,0.871664915,379.2065751,387.437266,79.45435286,1402.210794,63.99927987,483.941333
4925,Cypress,Cupressus sempervirens,29.7,40.1,4.8,0.47,1,P15,0.12629281,3.750896459,1187.765437,1.187765437,316.7374498,0.31673745,558.2497553,0.558249755,84.46331995,0.08446332,1.000239056,60.8534383,193.5565124,388.2506373,-6.95653188,193.3260668,465.4456413
4926,Yew,Taxus baccata,30.1,47.3,5.5,0.64,1,P15,0.175716346,5.289062006,2245.207919,2.245207919,598.7221116,0.598722112,1055.247722,1.055247722,159.6592298,0.15965923,1.410416535,218.8908812,786.1087339,109.1875221,1724.889241,94.95044025,522.5932001
4927,Cherry,Prunus avium,22.1,48.7,6.5,0.72,1,P15,0.186272097,4.116613344,1972.218245,1.972218245,525.9248653,0.525924865,926.9425752,0.926942575,140.2466308,0.140246631,1.097763558,349.8976199,265.8649622,145.5388805,506.1388987,156.5198221,991.7540721
4928,Cypress,Cupressus sempervirens,26.2,62.3,3.9,0.47,1,P15,0.304835804,7.986698059,2483.620872,2.483620872,662.2988993,0.662298899,1167.30181,1.16730181,176.6130398,0.17661304,2.129786149,390.3738752,325.4433944,107.4524993,512.6351218,113.2843715,653.1122459
4929,Redwood,Sequoia sempervirens,21.3,45.7,5.8,0.48,1,P15,0.164029621,3.493830928,1131.257385,1.131257385,301.668636,0.301668636,531.690971,0.531690971,80.44496961,0.08044497,0.931688247,383.7195024,884.7248128,434.5447696,1182.376506,48.90233438,637.5882106
4930,Spruce,Picea abies,25.8,51.7,7.6,0.43,1,P15,0.20992829,5.416149874,1558.671699,1.558671699,415.6457865,0.415645786,732.5756987,0.732575699,110.8388764,0.110838876,1.444306633,491.8521093,94.54222164,311.1447293,-163.7448268,118.832548,154.6899246
4931,Hemlock,Tsuga canadensis,23.7,41.3,3.1,0.45,1,P15,0.133964579,3.17496053,967.4741373,0.967474137,257.9931033,0.257993103,454.7128445,0.454712845,68.79816088,0.068798161,0.846656141,485.4902474,979.8202558,26.10230569,148.3593785,40.58504423,364.548141
4932,Birch,Betula pendula,21.9,43.3,4.5,0.67,1,P15,0.147253516,3.224852006,1448.644765,1.448644765,386.3052707,0.386305271,680.8630397,0.68086304,103.0147389,0.103014739,0.859960535,377.5091681,740.2003468,227.0378843,1411.886951,163.3663942,226.8596246
4933,Cherry,Prunus avium,24.4,49,3.4,0.72,1,P15,0.188574099,4.601208016,2198.501668,2.198501668,586.2671115,0.586267111,1033.295784,1.033295784,156.3378964,0.156337896,1.226988804,391.9791177,809.2907211,254.0356588,1578.497585,120.7380529,885.5434313
4934,Larch,Larix decidua,26.9,41.6,5.5,0.59,1,P15,0.135917865,3.656190557,1446.355443,1.446355443,385.6947848,0.385694785,679.7870582,0.679787058,102.8519426,0.102851943,0.974984148,118.8028434,345.1341284,95.4841755,379.5205541,14.63381439,459.380316
4935,Redwood,Sequoia sempervirens,36.7,61.4,14.5,0.48,1,P15,0.296091966,10.86657515,3423.932947,3.423932947,913.048786,0.913048786,1609.248485,1.609248485,243.4796763,0.243479676,2.897753374,492.8953881,882.0115172,278.7682815,1243.455103,144.2444067,468.4169043
4936,Cypress,Cupressus sempervirens,20.6,51.6,3.3,0.47,1,P15,0.209116973,4.307809652,1359.593871,1.359593871,362.5583657,0.362558366,639.0091195,0.63900912,96.68223085,0.096682231,1.148749241,143.745813,602.8165897,263.6570722,857.9699612,57.07828274,215.0911255
4937,Hemlock,Tsuga canadensis,32.5,55.5,5.2,0.45,1,P15,0.241922269,7.862473752,2344.274918,2.344274918,625.1399783,0.625139978,1101.809212,1.101809212,166.7039942,0.166703994,2.096659667,183.491414,871.821673,114.8588401,395.3355872,145.066183,323.2873847
4938,Willow,Salix alba,35.7,41,6.9,0.47,1,P15,0.132025431,4.713307896,1484.365462,1.484365462,395.83079,0.39583079,697.6517673,0.697651767,105.5548773,0.105554877,1.256882106,188.8124731,526.9233167,228.0856607,1704.48982,189.8307283,76.70730961
4939,Walnut,Juglans regia,46,75.5,11.8,0.61,1,P15,0.447696588,20.59404305,8074.229258,8.074229258,2153.127802,2.153127802,3794.887751,3.794887751,574.1674139,0.574167414,5.491744814,271.1218982,910.1124208,213.0880407,1520.943438,47.10020667,338.9206018
4940,Larch,Larix decidua,29.3,52.1,4.1,0.59,1,P15,0.213189263,6.246445402,2439.476624,2.439476624,650.5270998,0.6505271,1146.554013,1.146554013,173.4738933,0.173473893,1.665718774,172.6421152,113.6575873,444.4390988,371.9414743,183.3191494,682.0908717
4941,Hemlock,Tsuga canadensis,29.8,56.6,7.5,0.45,1,P15,0.251607014,7.497889018,2238.119263,2.238119263,596.8318034,0.596831803,1051.916054,1.051916054,159.1551476,0.159155148,1.999437072,224.9188835,57.71783156,119.6029113,389.4015686,86.5381173,549.1121537
4942,Redwood,Sequoia sempervirens,24.8,47.5,3.2,0.48,1,P15,0.177205461,4.394695423,1415.133065,1.415133065,377.3688172,0.377368817,665.1125404,0.66511254,100.6316846,0.100631685,1.17191878,485.051346,251.4052721,387.8480243,379.661127,132.8557433,424.2944425
4943,Fir,Abies alba,28.6,83.3,11.2,0.42,1,P15,0.544979146,15.58640358,4273.843969,4.273843969,1139.691725,1.139691725,2008.706665,2.008706665,303.9177933,0.303917793,4.156374288,292.8762049,438.8214793,90.68567485,46.1839869,123.2596072,68.52870884
4944,Cypress,Cupressus sempervirens,27.2,48.3,14.1,0.47,1,P15,0.183224752,4.983713258,1567.424472,1.567424472,417.9798593,0.417979859,736.6895019,0.736689502,111.4612958,0.111461296,1.328990202,186.9713471,860.8244651,21.75381456,1874.745431,107.7195955,356.2085932
4945,Cypress,Cupressus sempervirens,28.2,60.8,8.2,0.47,1,P15,0.290333427,8.187402632,2544.517781,2.544517781,678.5380749,0.678538075,1195.923357,1.195923357,180.9434866,0.180943487,2.183307369,331.7227129,145.1501322,150.1364353,856.2651408,138.118688,725.2906553
4946,Ash,Fraxinus excelsior,26.9,71.4,8.3,0.67,1,P15,0.400392842,10.77056745,4700.252687,4.700252687,1253.400716,1.253400716,2209.118763,2.209118763,334.240191,0.334240191,2.872151321,81.68308711,126.9739201,467.4208724,596.1122542,174.0594562,900.6063562
4947,Cedar,Cedrus libani,20.7,42.7,7.4,0.56,1,P15,0.143200862,2.964257838,1120.027917,1.120027917,298.6741113,0.298674111,526.4131211,0.526413121,79.64642967,0.07964643,0.790468757,72.48447707,402.0411822,406.4960225,718.5787559,58.70301657,173.4415204
4948,Magnolia,Magnolia grandiflora,35,89.2,16.2,0.6,1,P15,0.624913044,21.87195655,8425.841623,8.425841623,2246.8911,2.2468911,3960.145563,3.960145563,599.1709599,0.59917096,5.832521747,112.5838976,687.5481182,233.5904622,1747.731078,100.0089778,806.8024018
4949,Beech,Fagus sylvatica,22.3,57,4.8,0.67,1,P15,0.255175863,5.690421751,2521.606622,2.521606622,672.4284325,0.672428432,1185.155112,1.185155112,179.3142487,0.179314249,1.5174458,216.3075149,598.1913387,229.5522631,1424.173346,97.35042006,583.1807215
4950,Beech,Fagus sylvatica,33.2,59.6,6.7,0.67,1,P15,0.278985994,9.262335001,4056.724738,4.056724738,1081.793263,1.081793263,1906.660627,1.906660627,288.4782036,0.288478204,2.469956,138.9811237,492.4906702,369.2675559,999.4837072,92.04235198,486.5406696
4951,Magnolia,Magnolia grandiflora,27.3,62.7,6.4,0.6,1,P15,0.308762795,8.429224292,3322.398085,3.322398085,885.9728227,0.885972823,1561.5271,1.5615271,236.2594194,0.236259419,2.247793145,492.8242578,987.5637959,456.1847048,1506.030083,93.45401478,537.5184908
4952,Magnolia,Magnolia grandiflora,44.1,88.9,12.5,0.6,1,P15,0.620716662,27.37360479,10488.63531,10.48863531,2796.969417,2.796969417,4929.658597,4.929658597,745.8585111,0.745858511,7.299627944,92.45168018,70.68196604,485.5715871,1175.811045,92.59881428,169.0942198
4953,Spruce,Picea abies,26,44.8,5.5,0.43,1,P15,0.157632553,4.098446378,1187.377863,1.187377863,316.6340968,0.316634097,558.0675956,0.558067596,84.43575914,0.084435759,1.092919034,443.9580351,306.8439865,126.2578789,180.6460921,47.08799955,99.03105891
4954,Birch,Betula pendula,35.1,40.4,9.9,0.67,1,P15,0.128189547,4.499453087,2005.119414,2.005119414,534.6985105,0.534698511,942.4061248,0.942406125,142.5862695,0.142586269,1.199854157,99.26118308,227.8374778,101.7687969,1115.019462,103.6987704,785.189898
4955,Fir,Abies alba,28.5,58.3,9.7,0.42,1,P15,0.266948196,7.608023596,2122.364506,2.122364506,565.9638682,0.565963868,997.5113177,0.997511318,150.9236982,0.150923698,2.028806292,15.89571326,790.8301708,105.6141739,1856.394413,145.6777113,351.001518
4956,Magnolia,Magnolia grandiflora,28.6,58.9,4,0.6,1,P15,0.272471116,7.792673925,3077.293988,3.077293988,820.6117301,0.82061173,1446.328174,1.446328174,218.8297947,0.218829795,2.07804638,271.1554172,860.2313149,41.48697603,1226.060205,54.44184284,58.9538664
4957,Spruce,Picea abies,25.5,65.7,6.8,0.43,1,P15,0.339016332,8.644916462,2460.090559,2.460090559,656.0241491,0.656024149,1156.242563,1.156242563,174.9397731,0.174939773,2.305311056,80.34394342,817.3803771,259.8958365,1326.122339,71.04519425,73.93236104
4958,Cedar,Cedrus libani,23.4,42.4,7.2,0.56,1,P15,0.14119574,3.303980321,1245.143505,1.245143505,332.038268,0.332038268,585.2174473,0.585217447,88.54353812,0.088543538,0.881061419,261.1036456,692.0735313,125.6414193,551.676362,123.2293818,117.7867042
4959,Poplar,Populus tremula,23.2,61.9,5,0.42,1,P15,0.300933946,6.98166754,1951.653846,1.951653846,520.4410256,0.520441026,917.2773077,0.917277308,138.7842735,0.138784274,1.861778011,106.9961954,459.8928866,99.11855295,1832.603349,41.83870793,240.1066759
4960,Cherry,Prunus avium,30.4,62.6,12.4,0.72,1,P15,0.307778691,9.356472197,4395.105424,4.395105424,1172.028113,1.172028113,2065.699549,2.065699549,312.5408301,0.31254083,2.495059252,128.1343581,810.1660142,28.04204483,94.2445113,123.9008926,191.2262537
4961,Locust,Robinia pseudoacacia,28.2,66.7,4.4,0.69,1,P15,0.349415004,9.853503099,4434.743791,4.434743791,1182.598344,1.182598344,2084.329582,2.084329582,315.3595584,0.315359558,2.627600826,276.5743288,516.1674921,189.5747265,558.4802656,96.01810239,148.369033
4962,Cypress,Cupressus sempervirens,42.8,68,9.6,0.47,1,P15,0.363168111,15.54359514,4756.955511,4.756955511,1268.52147,1.26852147,2235.76909,2.23576909,338.2723919,0.338272392,4.144958704,358.5880065,502.0151693,256.8400908,1455.545469,166.5640262,961.245573
4963,Magnolia,Magnolia grandiflora,29.5,49.1,9.6,0.6,1,P15,0.189344575,5.585664952,2223.453467,2.223453467,592.9209245,0.592920924,1045.023129,1.045023129,158.1122465,0.158112247,1.489510654,369.8808139,899.204334,285.6332584,1156.862554,165.0192929,743.3004022
4964,Hemlock,Tsuga canadensis,35.5,50.3,10.3,0.45,1,P15,0.198712804,7.054304539,2108.793514,2.108793514,562.344937,0.562344937,991.1329514,0.991132951,149.9586499,0.14995865,1.881147877,381.572106,212.631257,105.2375034,1635.275472,192.1604455,315.4177639
4965,Pine,Pinus sylvestris,44.5,78.1,12.1,0.45,1,P15,0.479062249,21.31827009,6205.898475,6.205898475,1654.90626,1.65490626,2916.772283,2.916772283,441.308336,0.441308336,5.684872023,317.4627243,904.5491223,273.2875734,1028.986812,92.25084643,935.3784224
4966,Cherry,Prunus avium,20.9,44.1,3.9,0.72,1,P15,0.15274502,3.192370923,1538.786908,1.538786908,410.3431754,0.410343175,723.2298467,0.723229847,109.4248468,0.109424847,0.851298913,489.8330627,297.5278656,156.9270654,786.7042424,124.6802711,621.7504266
4967,Walnut,Juglans regia,39.8,76.3,4.1,0.61,1,P15,0.457234463,18.19793164,7156.007048,7.156007048,1908.268546,1.908268546,3363.323312,3.363323312,508.8716123,0.508871612,4.852781771,471.7751568,381.4342964,204.9837228,533.8286721,180.9074066,155.5570357
4968,Maple,Acer saccharum,33.2,50.9,4,0.71,1,P15,0.203481742,6.75559382,3154.910863,3.154910863,841.3095633,0.841309563,1482.808105,1.482808105,224.3492169,0.224349217,1.801491685,212.0146196,216.0182571,123.8944658,606.1138452,38.99389678,91.53849497
4969,Cedar,Cedrus libani,33.6,69.2,5.7,0.56,1,P15,0.376098906,12.63692325,4611.485099,4.611485099,1229.72936,1.22972936,2167.397997,2.167397997,327.9278293,0.327927829,3.369846199,18.29159648,494.427099,282.2774069,1338.086528,106.2376463,968.3870245
4970,Locust,Robinia pseudoacacia,32,54.4,4.2,0.69,1,P15,0.232427591,7.437682908,3370.1343,3.3701343,898.7024799,0.89870248,1583.963121,1.583963121,239.6539946,0.239653995,1.983382109,340.0900292,901.3829972,329.9972923,109.5241611,102.2369721,323.3807312
4971,Spruce,Picea abies,20.3,50,7.8,0.43,1,P15,0.196349541,3.985895679,1155.542328,1.155542328,308.1446207,0.308144621,543.104894,0.543104894,82.17189885,0.082171899,1.062905514,306.1476558,394.6561307,330.1979722,1538.79067,155.6363399,100.1548325
4972,Walnut,Juglans regia,30.5,63,14.5,0.61,1,P15,0.311724531,9.507598197,3797.400287,3.797400287,1012.640077,1.012640077,1784.778135,1.784778135,270.0373538,0.270037354,2.535359519,72.67399671,318.3892364,486.4472653,-98.07820233,96.84482085,154.3636589
4973,Larch,Larix decidua,27.6,56.8,5.9,0.59,1,P15,0.253388297,6.993516999,2723.841566,2.723841566,726.357751,0.726357751,1280.205536,1.280205536,193.6954003,0.1936954,1.864937866,277.8164112,865.7565333,465.6501187,407.1008048,185.1837912,117.7372946
4974,Pine,Pinus sylvestris,29.7,77.2,9.1,0.45,1,P15,0.468084739,13.90211675,4088.74233,4.08874233,1090.331288,1.090331288,1921.708895,1.921708895,290.7550101,0.29075501,3.707231133,182.6043134,894.8658927,292.3849942,-171.4826842,67.4379326,224.9750952
4975,Redwood,Sequoia sempervirens,35.3,63.8,12.8,0.48,1,P15,0.31969161,11.28511383,3552.585912,3.552585912,947.3562432,0.947356243,1669.715379,1.669715379,252.6283315,0.252628332,3.009363689,384.7779185,313.6118668,194.0641295,510.8578166,76.79000911,98.74167587
4976,Birch,Betula pendula,37,90.6,6.8,0.67,1,P15,0.644683087,23.85327421,10212.76165,10.21276165,2723.403106,2.723403106,4799.997975,4.799997975,726.2408284,0.726240828,6.360873124,208.5298379,922.310001,136.6187935,338.332031,45.82534872,923.3419263
4977,Cedar,Cedrus libani,37.4,53.7,6.5,0.56,1,P15,0.226484483,8.470519663,3120.894358,3.120894358,832.2384953,0.832238495,1466.820348,1.466820348,221.9302654,0.221930265,2.258805244,70.3786813,986.2425646,310.7963065,986.65024,55.08116807,685.5675538
4978,Magnolia,Magnolia grandiflora,33.1,59.8,10.1,0.6,1,P15,0.280861525,9.296516472,3655.640816,3.655640816,974.8375509,0.974837551,1718.151184,1.718151184,259.9566802,0.25995668,2.479071059,188.6802285,814.261558,84.55323376,784.6879339,111.163883,523.2602769
4979,Cedar,Cedrus libani,21.6,68.4,4.1,0.56,1,P15,0.367453243,7.936990052,2928.889252,2.928889252,781.0371338,0.781037134,1376.577948,1.376577948,208.276569,0.208276569,2.11653068,354.9706505,882.7974204,483.9259548,596.5469718,26.78409901,862.1494963
4980,Maple,Acer saccharum,23.6,42.2,4,0.71,1,P15,0.139866847,3.300857578,1568.249767,1.568249767,418.1999379,0.418199938,737.0773906,0.737077391,111.5199834,0.111519983,0.880228687,290.7368345,519.2423769,403.6096027,1589.725923,175.2801045,995.0623512
4981,Yew,Taxus baccata,23.4,40.1,10,0.64,1,P15,0.12629281,2.955251756,1272.152603,1.272152603,339.2406942,0.339240694,597.9117236,0.597911724,90.46418513,0.090464185,0.788067135,260.8667371,141.7443105,92.13787902,1543.779597,193.632038,809.8855665
4982,Maple,Acer saccharum,25.9,40.3,4.7,0.71,1,P15,0.12755573,3.303693415,1569.564735,1.569564735,418.550596,0.418550596,737.6954254,0.737695425,111.6134923,0.111613492,0.880984911,481.6840649,245.035695,190.8979453,1760.730888,86.51232311,401.3819112
4983,Ash,Fraxinus excelsior,20.6,57.7,4.6,0.67,1,P15,0.261481825,5.386525598,2390.08676,2.39008676,637.3564692,0.637356469,1123.340777,1.123340777,169.9617251,0.169961725,1.436406826,183.1567049,879.5814699,107.1943449,595.0608989,59.16835444,436.1567219
