S/N,NAMES,SPECIES,HEIGHT,DIAMETER,CROWN.DIAMETER,WOOD.DENSITY,COUNT,PLOT
4440,Locust,Robinia pseudoacacia,26.4,65.6,9.5,0.69,1,P13
4441,Spruce,Picea abies,31.4,62.0,9.8,0.43,1,P13
4442,Pine,Pinus sylvestris,28.7,57.9,9.0,0.45,1,P13
4443,Willow,Salix alba,27.6,70.2,5.2,0.47,1,P13
4444,Beech,Fagus sylvatica,27.1,42.1,10.8,0.67,1,P13
4445,Maple,Acer saccharum,22.1,50.8,3.4,0.71,1,P13
4446,Cherry,Prunus avium,36.6,81.8,9.7,0.72,1,P13
4447,Hemlock,Tsuga canadensis,37.5,45.7,13.5,0.45,1,P13
4448,Willow,Salix alba,41.4,86.2,15.1,0.47,1,P13
4449,Spruce,Picea abies,24.2,56.3,6.4,0.43,1,P13
4450,Fir,Abies alba,40.3,49.3,11.4,0.42,1,P13
4451,Locust,Robinia pseudoacacia,23.8,51.4,6.1,0.69,1,P13
4452,Oak,Quercus robur,20.3,47.0,3.3,0.7,1,P13
4453,Poplar,Populus tremula,25.8,42.2,4.1,0.42,1,P13
4454,Cypress,Cupressus sempervirens,20.2,57.0,6.8,0.47,1,P13
4455,Beech,Fagus sylvatica,25.7,42.4,3.1,0.67,1,P13
4456,Ash,Fraxinus excelsior,26.9,42.6,3.5,0.67,1,P13
4457,Pine,Pinus sylvestris,27.8,43.4,11.8,0.45,1,P13
4458,Birch,Betula pendula,45.9,80.5,8.4,0.67,1,P13
4459,Hemlock,Tsuga canadensis,27.6,62.8,6.3,0.45,1,P13
4460,Oak,Quercus robur,45.4,52.9,13.2,0.7,1,P13
4461,Ash,Fraxinus excelsior,27.9,49.3,5.4,0.67,1,P13
4462,Birch,Betula pendula,41.7,58.6,13.2,0.67,1,P13
4463,Pine,Pinus sylvestris,31.1,74.3,4.7,0.45,1,P13
4464,Locust,Robinia pseudoacacia,27.0,76.6,3.4,0.69,1,P13
4465,Larch,Larix decidua,22.8,57.3,9.5,0.59,1,P13
4466,Locust,Robinia pseudoacacia,24.8,49.7,9.1,0.69,1,P13
4467,Beech,Fagus sylvatica,21.2,51.3,5.7,0.67,1,P13
4468,Pine,Pinus sylvestris,29.1,50.1,3.4,0.45,1,P13
4469,Ash,Fraxinus excelsior,29.3,47.4,7.1,0.67,1,P13
4470,Birch,Betula pendula,23.0,41.5,4.6,0.67,1,P13
4471,Oak,Quercus robur,21.4,41.1,8.2,0.7,1,P13
4472,Walnut,Juglans regia,35.1,58.8,6.7,0.61,1,P13
4473,Willow,Salix alba,22.7,43.0,3.2,0.47,1,P13
4474,Oak,Quercus robur,22.9,58.0,5.6,0.7,1,P13
4475,Larch,Larix decidua,30.7,57.1,11.4,0.59,1,P13
4476,Redwood,Sequoia sempervirens,27.3,70.3,8.0,0.48,1,P13
4477,Cherry,Prunus avium,26.4,62.3,7.2,0.72,1,P13
4478,Redwood,Sequoia sempervirens,35.4,63.8,7.2,0.48,1,P13
4479,Cherry,Prunus avium,21.4,51.7,5.0,0.72,1,P13
4480,Magnolia,Magnolia grandiflora,31.3,53.5,7.5,0.6,1,P13
4481,Birch,Betula pendula,20.2,55.0,4.0,0.67,1,P13
4482,Locust,Robinia pseudoacacia,27.9,50.8,5.3,0.69,1,P13
4483,Birch,Betula pendula,22.0,54.7,5.0,0.67,1,P13
4484,Poplar,Populus tremula,22.3,46.4,3.7,0.42,1,P13
4485,Magnolia,Magnolia grandiflora,45.2,90.9,7.9,0.6,1,P13
4486,Cedar,Cedrus libani,29.5,51.5,3.7,0.56,1,P13
4487,Pine,Pinus sylvestris,35.6,52.9,10.9,0.45,1,P13
4488,Oak,Quercus robur,23.5,42.1,7.0,0.7,1,P13
4489,Pine,Pinus sylvestris,44.0,72.3,11.2,0.45,1,P13
4490,Beech,Fagus sylvatica,22.6,46.6,5.2,0.67,1,P13
4491,Redwood,Sequoia sempervirens,29.5,61.1,3.2,0.48,1,P13
4492,Hemlock,Tsuga canadensis,26.7,66.5,5.3,0.45,1,P13
4493,Locust,Robinia pseudoacacia,29.0,43.6,4.3,0.69,1,P13
4494,Beech,Fagus sylvatica,25.3,42.3,4.1,0.67,1,P13
4495,Cherry,Prunus avium,22.7,42.6,4.1,0.72,1,P13
4496,Spruce,Picea abies,28.8,54.7,4.1,0.43,1,P13
4497,Spruce,Picea abies,21.1,45.7,4.0,0.43,1,P13
4498,Willow,Salix alba,28.4,63.4,4.6,0.47,1,P13
4499,Birch,Betula pendula,20.0,41.7,5.2,0.67,1,P13
4500,Hemlock,Tsuga canadensis,26.2,41.2,8.8,0.45,1,P13
4501,Pine,Pinus sylvestris,27.1,58.5,6.3,0.45,1,P13
4502,Walnut,Juglans regia,25.3,52.9,6.8,0.61,1,P13
4503,Yew,Taxus baccata,32.8,68.5,7.5,0.64,1,P13
4504,Willow,Salix alba,27.8,54.9,8.9,0.47,1,P14
4505,Redwood,Sequoia sempervirens,27.2,49.8,7.3,0.48,1,P14
4506,Redwood,Sequoia sempervirens,36.0,48.4,10.1,0.48,1,P14
4507,Cypress,Cupressus sempervirens,30.5,63.0,8.9,0.47,1,P14
4508,Cedar,Cedrus libani,22.5,41.2,5.6,0.56,1,P14
4509,Poplar,Populus tremula,27.4,56.8,4.6,0.42,1,P14
4510,Yew,Taxus baccata,41.4,83.1,11.0,0.64,1,P14
4511,Willow,Salix alba,30.6,45.0,3.5,0.47,1,P14
4512,Beech,Fagus sylvatica,21.7,47.2,7.2,0.67,1,P14
4513,Cedar,Cedrus libani,29.9,46.1,4.7,0.56,1,P14
4514,Poplar,Populus tremula,21.7,42.2,6.0,0.42,1,P14
4515,Cherry,Prunus avium,33.2,58.9,9.5,0.72,1,P14
4516,Spruce,Picea abies,20.4,58.4,5.0,0.43,1,P14
4517,Oak,Quercus robur,27.3,46.2,11.0,0.7,1,P14
4518,Birch,Betula pendula,20.4,48.2,3.4,0.67,1,P14
4519,Beech,Fagus sylvatica,22.8,56.8,6.5,0.67,1,P14
4520,Cherry,Prunus avium,31.0,72.8,6.3,0.72,1,P14
4521,Cherry,Prunus avium,27.8,43.1,6.7,0.72,1,P14
4522,Maple,Acer saccharum,24.9,62.2,5.7,0.71,1,P14
4523,Cherry,Prunus avium,24.6,43.5,5.2,0.72,1,P14
4524,Maple,Acer saccharum,31.0,51.8,6.6,0.71,1,P14
4525,Walnut,Juglans regia,20.6,49.2,8.6,0.61,1,P14
4526,Cypress,Cupressus sempervirens,45.2,95.7,17.8,0.47,1,P14
4527,Poplar,Populus tremula,32.5,66.9,11.3,0.42,1,P14
4528,Cypress,Cupressus sempervirens,30.2,46.4,9.8,0.47,1,P14
4529,Spruce,Picea abies,28.6,41.5,7.6,0.43,1,P14
4530,Oak,Quercus robur,29.0,44.3,4.2,0.7,1,P14
4531,Birch,Betula pendula,21.7,42.9,5.1,0.67,1,P14
4532,Cedar,Cedrus libani,35.2,72.6,14.7,0.56,1,P14
4533,Locust,Robinia pseudoacacia,21.6,45.5,4.2,0.69,1,P14
4534,Redwood,Sequoia sempervirens,21.5,43.6,5.7,0.48,1,P14
4535,Yew,Taxus baccata,21.4,46.3,4.1,0.64,1,P14
4536,Cypress,Cupressus sempervirens,22.3,62.5,3.6,0.47,1,P14
4537,Cherry,Prunus avium,21.0,62.5,6.0,0.72,1,P14
4538,Cedar,Cedrus libani,37.3,72.5,12.7,0.56,1,P14
4539,Larch,Larix decidua,32.4,57.0,8.5,0.59,1,P14
4540,Magnolia,Magnolia grandiflora,26.9,58.6,4.0,0.6,1,P14
4541,Birch,Betula pendula,20.6,40.2,4.0,0.67,1,P14
4542,Willow,Salix alba,21.8,50.0,3.5,0.47,1,P14
4543,Poplar,Populus tremula,24.1,76.4,8.0,0.42,1,P14
4544,Locust,Robinia pseudoacacia,33.0,76.5,5.0,0.69,1,P14
4545,Pine,Pinus sylvestris,28.3,61.2,4.3,0.45,1,P14
4546,Ash,Fraxinus excelsior,25.4,61.9,8.0,0.67,1,P14
4547,Pine,Pinus sylvestris,25.2,65.1,10.6,0.45,1,P14
4548,Ash,Fraxinus excelsior,34.0,69.9,4.9,0.67,1,P14
4549,Magnolia,Magnolia grandiflora,34.2,53.3,14.6,0.6,1,P14
4550,Cedar,Cedrus libani,22.2,49.0,3.6,0.56,1,P14
4551,Maple,Acer saccharum,25.3,44.8,6.5,0.71,1,P14
4552,Willow,Salix alba,30.5,57.0,7.0,0.47,1,P14
4553,Poplar,Populus tremula,23.9,49.8,6.2,0.42,1,P14
4554,Magnolia,Magnolia grandiflora,24.7,53.9,8.9,0.6,1,P14
4555,Poplar,Populus tremula,21.6,42.9,3.3,0.42,1,P14
4556,Cypress,Cupressus sempervirens,39.7,63.2,10.8,0.47,1,P14
4557,Walnut,Juglans regia,25.5,60.5,4.4,0.61,1,P14
4558,Larch,Larix decidua,20.5,46.7,3.8,0.59,1,P14
4559,Ash,Fraxinus excelsior,31.3,69.6,9.9,0.67,1,P14
4560,Magnolia,Magnolia grandiflora,22.9,50.8,6.8,0.6,1,P14
4561,Hemlock,Tsuga canadensis,25.4,66.6,3.8,0.45,1,P14
4562,Spruce,Picea abies,33.8,59.2,6.6,0.43,1,P14
4563,Yew,Taxus baccata,21.0,46.9,4.7,0.64,1,P14
4564,Cedar,Cedrus libani,29.0,53.7,10.1,0.56,1,P14
4565,Beech,Fagus sylvatica,23.1,48.7,3.5,0.67,1,P14
4566,Yew,Taxus baccata,24.4,54.3,5.0,0.64,1,P14
4567,Larch,Larix decidua,21.2,42.7,4.9,0.59,1,P14
4568,Oak,Quercus robur,22.4,45.3,3.4,0.7,1,P14
4569,Cypress,Cupressus sempervirens,25.6,49.6,3.2,0.47,1,P14
4570,Spruce,Picea abies,20.1,47.4,5.7,0.43,1,P14
4571,Spruce,Picea abies,28.6,60.5,3.5,0.43,1,P14
4572,Walnut,Juglans regia,39.2,73.7,7.3,0.61,1,P14
4573,Birch,Betula pendula,34.6,84.4,11.2,0.67,1,P14
4574,Yew,Taxus baccata,24.1,46.4,4.4,0.64,1,P14
4575,Beech,Fagus sylvatica,26.0,72.2,5.5,0.67,1,P14
4576,Oak,Quercus robur,35.9,43.8,10.2,0.7,1,P14
4577,Oak,Quercus robur,32.3,64.4,6.8,0.7,1,P14
4578,Fir,Abies alba,27.7,45.3,3.0,0.42,1,P14
4579,Birch,Betula pendula,20.8,61.6,7.1,0.67,1,P14
4580,Fir,Abies alba,40.3,64.2,7.0,0.42,1,P14
4581,Locust,Robinia pseudoacacia,28.5,56.8,7.0,0.69,1,P14
4582,Redwood,Sequoia sempervirens,39.1,53.5,6.7,0.48,1,P14
4583,Spruce,Picea abies,40.4,87.8,11.3,0.43,1,P14
4584,Birch,Betula pendula,31.4,64.3,8.8,0.67,1,P14
4585,Oak,Quercus robur,21.5,55.7,6.4,0.7,1,P14
4586,Oak,Quercus robur,25.1,57.3,8.8,0.7,1,P14
4587,Maple,Acer saccharum,24.3,43.2,7.7,0.71,1,P14
4588,Oak,Quercus robur,36.2,62.8,8.2,0.7,1,P14
4589,Cherry,Prunus avium,22.7,50.9,5.5,0.72,1,P14
4590,Birch,Betula pendula,24.5,54.7,5.0,0.67,1,P14
4591,Fir,Abies alba,21.5,46.9,3.9,0.42,1,P14
4592,Walnut,Juglans regia,38.9,50.1,13.0,0.61,1,P14
4593,Ash,Fraxinus excelsior,37.3,64.7,14.1,0.67,1,P14
4594,Spruce,Picea abies,25.1,46.2,4.2,0.43,1,P14
4595,Larch,Larix decidua,23.1,64.4,5.8,0.59,1,P14
4596,Redwood,Sequoia sempervirens,34.7,66.9,7.1,0.48,1,P14
4597,Birch,Betula pendula,45.3,66.5,8.5,0.67,1,P14
4598,Hemlock,Tsuga canadensis,28.7,72.2,8.3,0.45,1,P14
4599,Poplar,Populus tremula,30.5,47.7,3.3,0.42,1,P14
4600,Pine,Pinus sylvestris,26.0,57.3,3.7,0.45,1,P14
4601,Hemlock,Tsuga canadensis,27.6,66.9,5.1,0.45,1,P14
4602,Fir,Abies alba,23.5,54.8,5.3,0.42,1,P14
4603,Cypress,Cupressus sempervirens,29.4,48.4,10.8,0.47,1,P14
4604,Beech,Fagus sylvatica,28.4,68.5,9.0,0.67,1,P14
4605,Birch,Betula pendula,32.1,58.8,9.9,0.67,1,P14
4606,Beech,Fagus sylvatica,23.8,50.6,5.0,0.67,1,P14
4607,Hemlock,Tsuga canadensis,24.6,40.6,5.1,0.45,1,P14
4608,Birch,Betula pendula,25.2,40.5,4.1,0.67,1,P14
4609,Locust,Robinia pseudoacacia,24.4,47.2,7.2,0.69,1,P14
4610,Larch,Larix decidua,28.8,54.1,7.1,0.59,1,P14
4611,Willow,Salix alba,26.0,51.4,8.3,0.47,1,P14
4612,Ash,Fraxinus excelsior,32.6,61.1,9.2,0.67,1,P14
4613,Magnolia,Magnolia grandiflora,32.3,70.4,5.3,0.6,1,P14
4614,Spruce,Picea abies,25.4,41.9,8.7,0.43,1,P14
4615,Cedar,Cedrus libani,27.2,48.9,3.5,0.56,1,P14
4616,Oak,Quercus robur,24.6,54.9,3.3,0.7,1,P14
4617,Ash,Fraxinus excelsior,34.7,55.2,8.1,0.67,1,P14
4618,Hemlock,Tsuga canadensis,26.3,61.6,3.7,0.45,1,P14
4619,Spruce,Picea abies,28.9,65.2,5.0,0.43,1,P14
4620,Beech,Fagus sylvatica,28.8,57.5,3.1,0.67,1,P14
4621,Yew,Taxus baccata,25.7,63.3,3.1,0.64,1,P14
4622,Hemlock,Tsuga canadensis,21.9,44.5,3.3,0.45,1,P14
4623,Pine,Pinus sylvestris,27.0,66.9,4.5,0.45,1,P14
4624,Larch,Larix decidua,32.7,52.9,6.4,0.59,1,P14
4625,Beech,Fagus sylvatica,25.9,48.8,7.8,0.67,1,P14
4626,Hemlock,Tsuga canadensis,29.9,53.0,6.7,0.45,1,P14
4627,Cypress,Cupressus sempervirens,20.4,47.5,4.2,0.47,1,P14
4628,Cedar,Cedrus libani,47.6,71.5,16.0,0.56,1,P14
4629,Spruce,Picea abies,27.3,56.1,5.7,0.43,1,P14
4630,Birch,Betula pendula,29.2,48.7,3.3,0.67,1,P14
4631,Walnut,Juglans regia,31.7,76.7,7.3,0.61,1,P14
4632,Maple,Acer saccharum,28.4,64.8,8.0,0.71,1,P14
4633,Willow,Salix alba,44.0,84.6,12.6,0.47,1,P14
4634,Yew,Taxus baccata,28.4,55.5,4.1,0.64,1,P14
4635,Willow,Salix alba,31.5,50.4,4.3,0.47,1,P14
4636,Cedar,Cedrus libani,21.0,54.4,6.6,0.56,1,P14
4637,Cedar,Cedrus libani,34.0,55.4,6.9,0.56,1,P14
4638,Oak,Quercus robur,55.2,92.5,16.8,0.7,1,P14
4639,Beech,Fagus sylvatica,30.2,45.9,3.1,0.67,1,P14
4640,Locust,Robinia pseudoacacia,27.5,55.0,4.0,0.69,1,P14
4641,Cherry,Prunus avium,35.6,43.8,13.1,0.72,1,P14
4642,Spruce,Picea abies,21.3,51.9,4.7,0.43,1,P14
4643,Cherry,Prunus avium,47.3,82.4,11.1,0.72,1,P14
4644,Pine,Pinus sylvestris,24.9,54.9,5.6,0.45,1,P14
4645,Oak,Quercus robur,26.7,84.6,8.8,0.7,1,P14
4646,Spruce,Picea abies,28.2,42.7,5.2,0.43,1,P14
4647,Willow,Salix alba,22.6,41.0,4.9,0.47,1,P14
4648,Locust,Robinia pseudoacacia,24.9,40.1,6.1,0.69,1,P14
4649,Locust,Robinia pseudoacacia,22.8,54.0,6.3,0.69,1,P14
4650,Oak,Quercus robur,23.6,46.5,5.1,0.7,1,P14
4651,Pine,Pinus sylvestris,33.4,52.2,14.1,0.45,1,P14
4652,Locust,Robinia pseudoacacia,22.3,48.7,6.3,0.69,1,P14
4653,Poplar,Populus tremula,23.9,50.8,3.0,0.42,1,P14
4654,Hemlock,Tsuga canadensis,25.3,43.1,7.4,0.45,1,P14
4655,Yew,Taxus baccata,22.6,44.7,6.1,0.64,1,P14
4656,Fir,Abies alba,27.4,52.5,6.6,0.42,1,P14
4657,Cherry,Prunus avium,30.6,51.1,12.1,0.72,1,P14
4658,Oak,Quercus robur,31.6,54.8,10.4,0.7,1,P14
4659,Magnolia,Magnolia grandiflora,26.2,66.4,11.1,0.6,1,P14
4660,Yew,Taxus baccata,20.8,42.9,4.4,0.64,1,P14
4661,Cherry,Prunus avium,24.9,62.1,5.4,0.72,1,P14
4662,Fir,Abies alba,29.2,51.0,4.0,0.42,1,P14
4663,Beech,Fagus sylvatica,21.1,50.8,5.6,0.67,1,P14
4664,Pine,Pinus sylvestris,22.6,59.3,8.6,0.45,1,P14
4665,Willow,Salix alba,26.7,40.1,4.8,0.47,1,P14
4666,Pine,Pinus sylvestris,30.3,40.4,5.2,0.45,1,P14
4667,Beech,Fagus sylvatica,27.0,66.3,8.6,0.67,1,P14
4668,Oak,Quercus robur,28.6,53.7,9.5,0.7,1,P14
4669,Hemlock,Tsuga canadensis,39.1,44.5,5.8,0.45,1,P14
4670,Redwood,Sequoia sempervirens,22.1,41.7,5.9,0.48,1,P14
4671,Magnolia,Magnolia grandiflora,36.5,46.6,9.0,0.6,1,P14
4672,Magnolia,Magnolia grandiflora,39.2,54.0,10.0,0.6,1,P14
4673,Walnut,Juglans regia,22.4,44.8,6.7,0.61,1,P14
4674,Yew,Taxus baccata,30.4,62.5,6.9,0.64,1,P14
4675,Willow,Salix alba,27.9,54.8,5.4,0.47,1,P14
4676,Cedar,Cedrus libani,23.2,42.1,3.7,0.56,1,P14
4677,Maple,Acer saccharum,29.1,49.6,6.3,0.71,1,P14
4678,Poplar,Populus tremula,30.2,48.2,11.1,0.42,1,P14
4679,Yew,Taxus baccata,32.2,72.0,8.7,0.64,1,P14
4680,Cedar,Cedrus libani,32.2,50.8,8.2,0.56,1,P14
4681,Maple,Acer saccharum,25.9,47.2,4.2,0.71,1,P14
4682,Ash,Fraxinus excelsior,20.9,63.4,3.5,0.67,1,P14
4683,Beech,Fagus sylvatica,22.6,61.8,5.4,0.67,1,P14
4684,Maple,Acer saccharum,28.2,56.4,7.5,0.71,1,P14
4685,Larch,Larix decidua,23.8,51.9,11.0,0.59,1,P14
4686,Fir,Abies alba,29.3,56.9,7.6,0.42,1,P14
4687,Walnut,Juglans regia,21.7,51.5,10.0,0.61,1,P14
4688,Birch,Betula pendula,27.2,40.0,3.2,0.67,1,P14
4689,Cypress,Cupressus sempervirens,30.6,53.1,5.8,0.47,1,P14
4690,Cherry,Prunus avium,24.3,51.0,4.0,0.72,1,P14
4691,Cedar,Cedrus libani,37.2,52.2,7.2,0.56,1,P14
4692,Birch,Betula pendula,23.8,49.7,4.8,0.67,1,P14
4693,Pine,Pinus sylvestris,31.7,64.6,7.3,0.45,1,P14
4694,Locust,Robinia pseudoacacia,25.7,41.0,3.7,0.69,1,P14
4695,Willow,Salix alba,40.2,71.8,8.4,0.47,1,P14
4696,Beech,Fagus sylvatica,41.0,68.6,7.8,0.67,1,P14
4697,Maple,Acer saccharum,21.8,51.7,9.6,0.71,1,P14
4698,Ash,Fraxinus excelsior,23.4,61.3,3.2,0.67,1,P14
4699,Beech,Fagus sylvatica,29.6,48.3,4.7,0.67,1,P14
4700,Hemlock,Tsuga canadensis,20.8,51.9,4.2,0.45,1,P14
4701,Beech,Fagus sylvatica,38.5,66.0,11.3,0.67,1,P14
4702,Redwood,Sequoia sempervirens,35.1,83.0,7.8,0.48,1,P14
4703,Birch,Betula pendula,32.7,69.6,9.4,0.67,1,P14
4704,Redwood,Sequoia sempervirens,25.9,53.1,3.5,0.48,1,P14
4705,Pine,Pinus sylvestris,34.4,58.2,11.0,0.45,1,P14
4706,Spruce,Picea abies,25.9,68.7,7.2,0.43,1,P14
4707,Larch,Larix decidua,22.0,41.5,5.8,0.59,1,P14
4708,Oak,Quercus robur,22.0,43.2,6.1,0.7,1,P14
4709,Yew,Taxus baccata,28.3,44.6,8.4,0.64,1,P14
4710,Fir,Abies alba,23.6,47.1,3.6,0.42,1,P14
4711,Willow,Salix alba,30.2,52.2,4.8,0.47,1,P14
4712,Locust,Robinia pseudoacacia,26.0,51.8,5.6,0.69,1,P14
4713,Yew,Taxus baccata,20.1,49.8,3.8,0.64,1,P14
4714,Beech,Fagus sylvatica,24.0,47.5,3.0,0.67,1,P14
4715,Poplar,Populus tremula,29.9,64.8,5.0,0.42,1,P14
4716,Beech,Fagus sylvatica,28.1,47.1,3.5,0.67,1,P14
4717,Beech,Fagus sylvatica,27.1,50.2,3.6,0.67,1,P14
4718,Magnolia,Magnolia grandiflora,27.8,40.8,5.7,0.6,1,P14
4719,Pine,Pinus sylvestris,20.4,64.5,4.3,0.45,1,P14
4720,Beech,Fagus sylvatica,34.0,52.7,7.5,0.67,1,P14
4721,Birch,Betula pendula,30.3,46.8,4.0,0.67,1,P14
4722,Cedar,Cedrus libani,21.0,49.1,5.1,0.56,1,P14
4723,Cedar,Cedrus libani,28.1,44.2,7.9,0.56,1,P14
4724,Maple,Acer saccharum,23.9,43.5,5.4,0.71,1,P14
4725,Ash,Fraxinus excelsior,31.0,62.1,7.1,0.67,1,P14
4726,Poplar,Populus tremula,21.8,52.4,9.4,0.42,1,P14
4727,Ash,Fraxinus excelsior,47.0,73.6,11.4,0.67,1,P14
4728,Cypress,Cupressus sempervirens,25.9,49.4,3.5,0.47,1,P14
4729,Larch,Larix decidua,27.3,46.2,4.2,0.59,1,P14
4730,Yew,Taxus baccata,37.5,63.3,10.2,0.64,1,P14
4731,Magnolia,Magnolia grandiflora,26.9,47.6,6.7,0.6,1,P14
4732,Willow,Salix alba,24.2,47.0,4.5,0.47,1,P14
4733,Oak,Quercus robur,28.3,51.0,5.0,0.7,1,P14
4734,Redwood,Sequoia sempervirens,28.1,56.8,7.9,0.48,1,P14
4735,Ash,Fraxinus excelsior,25.1,45.3,4.1,0.67,1,P14
4736,Beech,Fagus sylvatica,29.5,59.0,4.9,0.67,1,P14
4737,Larch,Larix decidua,27.5,52.7,9.4,0.59,1,P14
4738,Spruce,Picea abies,24.1,49.6,4.3,0.43,1,P14
4739,Spruce,Picea abies,21.2,41.3,5.9,0.43,1,P14
4740,Pine,Pinus sylvestris,43.5,78.3,11.5,0.45,1,P14
4741,Beech,Fagus sylvatica,47.9,94.1,14.7,0.67,1,P14
4742,Magnolia,Magnolia grandiflora,27.9,67.1,4.9,0.6,1,P14
4743,Cedar,Cedrus libani,26.7,54.6,7.4,0.56,1,P14
4744,Ash,Fraxinus excelsior,27.1,41.7,3.7,0.67,1,P14
4745,Hemlock,Tsuga canadensis,26.8,54.5,11.1,0.45,1,P14
4746,Spruce,Picea abies,23.1,54.2,5.9,0.43,1,P14
4747,Walnut,Juglans regia,36.6,58.6,8.7,0.61,1,P14
4748,Redwood,Sequoia sempervirens,21.2,53.0,7.2,0.48,1,P15
4749,Poplar,Populus tremula,28.0,53.3,8.3,0.42,1,P15
4750,Ash,Fraxinus excelsior,38.6,47.9,13.9,0.67,1,P15
4751,Ash,Fraxinus excelsior,24.4,42.6,3.6,0.67,1,P15
4752,Willow,Salix alba,22.8,60.3,4.1,0.47,1,P15
4753,Larch,Larix decidua,22.3,45.3,3.8,0.59,1,P15
4754,Oak,Quercus robur,23.7,57.3,3.6,0.7,1,P15
4755,Cherry,Prunus avium,20.4,48.5,3.8,0.72,1,P15
4756,Poplar,Populus tremula,28.4,59.5,8.1,0.42,1,P15
4757,Hemlock,Tsuga canadensis,26.0,69.1,8.7,0.45,1,P15
4758,Yew,Taxus baccata,28.3,54.7,4.0,0.64,1,P15
4759,Oak,Quercus robur,22.3,50.4,5.5,0.7,1,P15
4760,Fir,Abies alba,30.7,69.6,3.2,0.42,1,P15
4761,Redwood,Sequoia sempervirens,34.1,59.3,7.9,0.48,1,P15
4762,Larch,Larix decidua,25.9,65.5,8.7,0.59,1,P15
4763,Magnolia,Magnolia grandiflora,22.9,48.2,6.5,0.6,1,P15
4764,Oak,Quercus robur,27.0,47.3,4.6,0.7,1,P15
4765,Cherry,Prunus avium,22.0,58.6,3.7,0.72,1,P15
4766,Poplar,Populus tremula,25.0,58.5,6.7,0.42,1,P15
4767,Oak,Quercus robur,20.3,48.5,8.4,0.7,1,P15
4768,Magnolia,Magnolia grandiflora,32.8,52.7,7.6,0.6,1,P15
4769,Maple,Acer saccharum,28.9,69.8,6.2,0.71,1,P15
4770,Spruce,Picea abies,33.1,79.0,8.2,0.43,1,P15
4771,Poplar,Populus tremula,27.2,43.6,6.8,0.42,1,P15
4772,Magnolia,Magnolia grandiflora,29.1,53.3,5.5,0.6,1,P15
4773,Ash,Fraxinus excelsior,36.4,76.4,6.0,0.67,1,P15
4774,Hemlock,Tsuga canadensis,35.0,63.0,11.1,0.45,1,P15
4775,Hemlock,Tsuga canadensis,21.0,50.2,3.2,0.45,1,P15
4776,Beech,Fagus sylvatica,29.0,45.3,5.4,0.67,1,P15
4777,Pine,Pinus sylvestris,28.0,60.8,9.9,0.45,1,P15
4778,Fir,Abies alba,27.9,68.0,13.7,0.42,1,P15
4779,Cedar,Cedrus libani,27.3,48.1,4.0,0.56,1,P15
4780,Pine,Pinus sylvestris,33.6,64.1,12.5,0.45,1,P15
4781,Spruce,Picea abies,28.9,46.3,6.8,0.43,1,P15
4782,Poplar,Populus tremula,21.3,65.3,5.6,0.42,1,P15
4783,Cypress,Cupressus sempervirens,28.9,62.1,6.0,0.47,1,P15
4784,Pine,Pinus sylvestris,37.6,65.2,8.3,0.45,1,P15
4785,Oak,Quercus robur,27.7,42.3,9.5,0.7,1,P15
4786,Yew,Taxus baccata,30.1,46.5,7.8,0.64,1,P15
4787,Willow,Salix alba,24.9,62.4,6.1,0.47,1,P15
4788,Ash,Fraxinus excelsior,31.4,58.6,5.4,0.67,1,P15
4789,Poplar,Populus tremula,25.8,57.1,4.1,0.42,1,P15
4790,Oak,Quercus robur,20.8,65.4,5.5,0.7,1,P15
4791,Willow,Salix alba,26.4,40.1,3.9,0.47,1,P15
4792,Magnolia,Magnolia grandiflora,22.6,53.6,4.9,0.6,1,P15
4793,Locust,Robinia pseudoacacia,27.4,45.5,6.6,0.69,1,P15
4794,Beech,Fagus sylvatica,29.4,58.9,3.5,0.67,1,P15
4795,Oak,Quercus robur,53.6,84.2,17.0,0.7,1,P15
4796,Magnolia,Magnolia grandiflora,25.9,58.9,11.0,0.6,1,P15
4797,Cypress,Cupressus sempervirens,22.2,51.3,7.5,0.47,1,P15
4798,Maple,Acer saccharum,25.2,50.8,3.2,0.71,1,P15
4799,Pine,Pinus sylvestris,26.7,55.4,3.7,0.45,1,P15
4800,Maple,Acer saccharum,30.4,57.9,10.2,0.71,1,P15
4801,Maple,Acer saccharum,24.5,69.4,3.8,0.71,1,P15
4802,Ash,Fraxinus excelsior,23.7,50.5,3.8,0.67,1,P15
4803,Cherry,Prunus avium,29.2,68.0,13.1,0.72,1,P15
4804,Hemlock,Tsuga canadensis,27.0,49.7,3.7,0.45,1,P15
4805,Cherry,Prunus avium,22.1,61.7,6.8,0.72,1,P15
4806,Larch,Larix decidua,26.4,43.9,3.4,0.59,1,P15
4807,Hemlock,Tsuga canadensis,36.3,56.9,8.3,0.45,1,P15
4808,Larch,Larix decidua,32.2,51.5,10.1,0.59,1,P15
4809,Oak,Quercus robur,34.6,55.5,12.3,0.7,1,P15
4810,Poplar,Populus tremula,36.4,63.3,9.3,0.42,1,P15
4811,Magnolia,Magnolia grandiflora,29.5,51.8,3.2,0.6,1,P15
4812,Yew,Taxus baccata,35.7,75.7,7.6,0.64,1,P15
4813,Cedar,Cedrus libani,23.5,43.1,4.1,0.56,1,P15
4814,Fir,Abies alba,22.9,40.9,4.9,0.42,1,P15
4815,Walnut,Juglans regia,21.1,45.9,6.9,0.61,1,P15
